Overall Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Garage Cars,Garage Area,Year Built,Full Bath,Bedroom AbvGr,SalePrice
7,2021,868.0,887,2.0,422.0,2006,2,3,274725
8,2687,2062.0,2079,2.0,618.0,1994,2,4,270000
6,1169,1160.0,1169,2.0,402.0,1993,2,3,183500
6,1501,697.0,697,2.0,420.0,1993,2,3,165600
7,1632,935.0,955,2.0,462.0,1998,2,3,176500
8,1204,1191.0,1204,2.0,461.0,1987,2,2,130000
7,1767,1064.0,1064,2.0,504.0,1987,2,2,239000
8,1742,1742.0,1742,2.0,564.0,1985,2,2,275000
9,2798,1398.0,1414,3.0,670.0,2005,3,3,457347
10,3390,1528.0,1528,3.0,758.0,2006,3,5,545224
9,2473,1094.0,1102,3.0,675.0,2006,2,4,356383
9,2868,1992.0,1992,3.0,716.0,2005,3,4,556581
8,2576,1234.0,1264,3.0,666.0,2006,2,4,361919
10,2698,1850.0,1850,3.0,736.0,2006,2,4,535000
9,2795,1390.0,1390,3.0,660.0,2005,3,4,401179
10,2945,1410.0,1426,3.0,641.0,2006,3,3,438780
5,2320,0.0,1547,2.0,672.0,1948,2,2,169000
5,1056,1056.0,1056,2.0,572.0,1955,1,3,145000
9,1714,1714.0,1714,2.0,517.0,2005,2,2,318000
8,1826,1814.0,1826,3.0,758.0,2005,2,3,319000
9,2000,1910.0,2000,3.0,722.0,2005,2,3,470000
7,1621,1208.0,1621,2.0,440.0,1984,2,3,202500
7,2183,1204.0,1377,3.0,786.0,1988,2,4,229000
7,2263,795.0,1468,2.0,539.0,1977,2,3,235000
6,1574,796.0,790,2.0,566.0,1976,2,3,190000
6,1102,988.0,1102,2.0,582.0,1980,1,2,169000
7,1872,1845.0,1872,2.0,604.0,1988,2,3,241500
7,1857,945.0,945,2.0,482.0,1978,2,4,188900
6,1686,1686.0,1686,2.0,612.0,1980,2,3,207500
7,2784,1392.0,1392,2.0,564.0,1978,3,5,250000
6,1552,713.0,811,2.0,434.0,1975,2,3,179900
7,1083,1047.0,1083,2.0,596.0,1976,1,2,172000
7,2318,960.0,960,2.0,541.0,2005,2,3,294323
6,1875,675.0,1109,2.0,485.0,1975,3,3,184500
5,1074,1056.0,1074,2.0,495.0,1975,1,3,153500
7,1664,832.0,832,2.0,528.0,1976,2,4,162900
6,1309,1040.0,1309,2.0,484.0,1974,1,3,181000
6,1103,1103.0,1103,2.0,462.0,1974,2,3,155000
5,1096,1096.0,1096,1.0,299.0,1969,1,3,138800
4,864,864.0,864,1.0,280.0,1970,1,3,116050
4,858,858.0,858,0.0,0.0,1971,1,3,88000
4,874,864.0,874,2.0,576.0,1971,1,3,97500
6,1419,1487.0,1419,2.0,543.0,2002,2,2,190000
6,1092,525.0,525,2.0,440.0,1973,1,3,105500
5,1365,765.0,765,2.0,440.0,1973,1,3,125500
6,987,483.0,483,1.0,264.0,1973,1,2,83000
6,1030,494.0,494,1.0,264.0,1972,1,3,116000
6,1218,672.0,672,0.0,0.0,1971,1,3,91500
6,1218,672.0,672,1.0,264.0,1972,1,3,118000
6,948,483.0,483,1.0,264.0,1972,1,2,89000
6,1092,525.0,525,1.0,264.0,1972,1,3,108000
6,987,483.0,483,1.0,288.0,1972,1,2,94500
6,1069,1069.0,1069,2.0,440.0,1975,2,2,146300
5,1387,943.0,1387,1.0,300.0,1967,1,3,145000
5,900,864.0,900,1.0,288.0,1967,1,3,123000
7,1055,1055.0,1055,1.0,319.0,1976,2,2,137500
6,1456,855.0,855,2.0,460.0,1976,2,3,144000
9,1980,1980.0,1980,3.0,770.0,2004,2,3,315000
9,2589,1738.0,1738,3.0,831.0,2006,2,4,412083
9,2596,1249.0,1249,3.0,840.0,2006,3,4,342643
8,1618,1618.0,1618,3.0,880.0,2004,2,2,252000
10,2076,2076.0,2076,3.0,850.0,2006,2,2,465000
7,1740,1721.0,1740,3.0,874.0,2006,2,4,293000
9,1868,1868.0,1868,3.0,1085.0,2005,2,2,415000
9,1850,1833.0,1850,3.0,772.0,2004,2,3,326000
8,2376,1158.0,1158,3.0,853.0,2005,3,4,325300
8,2452,1117.0,1132,3.0,691.0,2004,3,4,309000
9,2206,1090.0,1117,3.0,670.0,2005,2,4,300000
8,2098,1030.0,1038,3.0,878.0,2005,2,3,275500
9,2091,1606.0,1625,2.0,521.0,2005,2,3,338500
9,2324,1175.0,1182,3.0,736.0,2005,3,4,345000
8,2253,1209.0,1209,2.0,575.0,2005,2,3,344133
8,2389,1054.0,1054,3.0,672.0,2006,2,4,298236
8,2358,1524.0,1544,3.0,784.0,2005,2,4,329900
9,1944,1896.0,1944,3.0,708.0,2003,2,3,360000
8,1970,1085.0,1120,3.0,753.0,2006,2,3,281000
9,1792,1792.0,1792,3.0,925.0,2005,2,2,372397
9,1780,1780.0,1780,3.0,816.0,2004,2,2,378000
9,1792,1792.0,1792,3.0,874.0,2003,2,2,374000
9,2728,1848.0,1848,3.0,706.0,2005,2,4,437154
8,1904,1058.0,1058,2.0,736.0,2005,2,3,275000
8,1914,1420.0,1426,3.0,746.0,2004,2,3,279000
7,1364,1364.0,1364,2.0,484.0,2005,2,2,185850
9,1565,1560.0,1565,2.0,556.0,2005,2,2,282500
7,1368,1368.0,1368,2.0,474.0,2005,2,2,202500
7,1368,1368.0,1368,2.0,474.0,2005,2,2,202665
9,1686,1686.0,1686,3.0,899.0,2006,2,1,332200
9,1666,1666.0,1666,2.0,575.0,2006,2,2,310090
7,1405,1405.0,1405,2.0,478.0,2003,2,2,171750
6,1316,1316.0,1316,2.0,397.0,2005,2,3,169990
6,1456,728.0,728,2.0,390.0,2005,2,3,170440
7,1492,738.0,738,2.0,440.0,2006,2,3,169985
7,1496,654.0,664,2.0,426.0,2006,2,3,179665
7,1863,879.0,879,3.0,660.0,2006,2,4,219210
6,1326,1326.0,1326,2.0,427.0,2006,2,3,174190
6,1456,728.0,728,2.0,429.0,2006,2,3,172785
8,2373,1052.0,1052,3.0,632.0,2004,2,4,258000
7,1492,738.0,738,2.0,440.0,2006,2,3,185101
7,1364,1220.0,1364,2.0,437.0,2006,2,2,210250
7,1557,1374.0,1557,2.0,420.0,2003,2,2,234000
8,1456,1273.0,1456,2.0,400.0,2003,2,2,215000
7,1511,1368.0,1511,2.0,398.0,2002,2,2,246990
7,1414,1375.0,1414,2.0,398.0,2004,2,2,178740
7,1548,1365.0,1548,2.0,388.0,2004,2,2,225000
7,1248,1248.0,1248,2.0,438.0,2005,2,2,167240
7,1142,1142.0,1142,2.0,440.0,2005,2,2,156820
7,1506,1362.0,1506,2.0,440.0,2005,2,2,213490
8,1567,1520.0,1567,3.0,648.0,2006,2,1,264561
7,1500,1356.0,1500,3.0,648.0,2006,2,2,246578
5,1838,732.0,734,2.0,372.0,2005,2,4,192140
6,1509,783.0,807,2.0,393.0,2002,2,3,183200
8,1414,707.0,707,2.0,403.0,2004,2,3,178000
7,1598,848.0,848,2.0,433.0,2004,2,3,201490
8,1936,1406.0,1454,2.0,504.0,2000,2,3,230500
7,1509,783.0,807,2.0,393.0,2003,2,3,180000
6,1664,953.0,953,2.0,460.0,2000,2,3,172400
6,1889,982.0,1008,2.0,431.0,2000,2,3,215000
7,1886,930.0,956,2.0,431.0,1998,2,4,199900
6,1671,959.0,959,2.0,472.0,2000,2,3,173000
7,2322,1035.0,1082,3.0,617.0,2006,3,4,287602
7,2291,975.0,1005,2.0,429.0,1999,2,4,230000
8,2392,1396.0,1407,3.0,870.0,1997,2,3,348000
8,1976,1044.0,1079,3.0,885.0,1998,2,3,286000
8,2234,1160.0,1205,3.0,768.0,2000,2,3,300000
10,3627,1930.0,1831,3.0,807.0,1995,3,4,625000
9,2855,1540.0,1540,3.0,774.0,2000,2,4,405000
8,1924,1086.0,1086,2.0,592.0,1998,2,3,280000
8,2263,1141.0,1165,2.0,420.0,1998,2,4,258000
8,2726,1342.0,1358,3.0,725.0,1995,2,4,350000
9,3500,1733.0,1933,3.0,959.0,1993,3,4,584500
8,2494,1290.0,1305,3.0,803.0,1994,2,4,321000
8,2526,1165.0,1203,3.0,844.0,1994,2,4,290000
8,2799,1286.0,1565,3.0,704.0,1993,2,3,315000
8,1964,1100.0,1116,2.0,760.0,2005,2,3,252000
8,1670,1670.0,1670,3.0,928.0,2006,2,2,336820
8,2097,2077.0,2097,3.0,1134.0,2005,1,1,423000
8,1660,1660.0,1660,2.0,500.0,2006,2,3,290000
7,1616,1616.0,1616,3.0,834.0,2005,2,3,232000
8,1504,1504.0,1504,2.0,510.0,2006,2,3,199000
8,1278,1278.0,1278,2.0,584.0,2006,2,2,198600
9,2640,2036.0,2036,3.0,792.0,2006,3,3,405749
8,1489,1489.0,1489,2.0,776.0,2006,2,3,232600
8,1939,1095.0,1095,3.0,1053.0,2006,2,3,266000
7,1553,756.0,756,2.0,615.0,2005,2,3,186500
6,1716,858.0,858,2.0,615.0,2005,2,3,200825
7,1576,770.0,778,2.0,614.0,2006,2,3,197000
6,1262,1262.0,1262,2.0,572.0,2006,2,2,185000
7,1266,1257.0,1266,2.0,453.0,2005,2,3,176000
7,1301,1293.0,1301,2.0,572.0,2006,2,2,187750
6,1142,1142.0,1142,0.0,0.0,2005,1,3,139500
7,1400,1400.0,1400,2.0,612.0,2005,2,3,186800
6,1131,1131.0,1131,0.0,0.0,2005,1,3,132000
6,1141,1141.0,1141,2.0,484.0,2005,1,3,142500
6,1158,1158.0,1158,2.0,576.0,2004,1,3,158000
7,1686,891.0,891,2.0,462.0,2005,2,3,184000
7,1585,784.0,831,2.0,449.0,2005,2,3,184900
6,1837,941.0,941,2.0,688.0,1997,2,3,187000
6,1603,761.0,810,2.0,484.0,1992,2,3,175900
6,1731,836.0,844,2.0,462.0,1992,2,3,248500
6,1398,1398.0,1398,2.0,542.0,1990,2,2,172000
6,1217,1217.0,1217,2.0,484.0,1991,2,2,151000
6,1320,636.0,636,2.0,472.0,1994,2,3,150000
4,1056,1056.0,1056,1.0,384.0,1966,1,2,107000
5,965,828.0,965,1.0,300.0,1965,1,3,119900
5,988,988.0,988,2.0,624.0,1962,1,3,129500
5,1728,1728.0,1728,2.0,504.0,1963,2,6,125000
6,1654,0.0,1286,2.0,528.0,1977,2,4,119500
5,1211,864.0,1211,2.0,576.0,1962,1,2,144000
6,1212,506.0,1212,2.0,492.0,1977,1,3,151000
5,984,984.0,984,1.0,310.0,1965,1,3,126000
5,909,882.0,909,1.0,294.0,1968,1,3,116000
5,925,925.0,925,2.0,484.0,1963,1,2,133500
5,1024,1024.0,1024,1.0,308.0,1965,1,3,120875
5,935,935.0,935,1.0,288.0,1965,1,3,137000
5,912,912.0,912,0.0,0.0,1964,1,3,124000
5,1236,912.0,1236,1.0,288.0,1961,1,3,135000
5,941,912.0,941,1.0,288.0,1967,1,3,129200
7,2646,1748.0,2151,2.0,550.0,1974,2,3,260000
8,2417,1288.0,1301,2.0,462.0,1991,2,4,260000
8,2826,1334.0,1520,3.0,888.0,1992,2,3,334000
8,2520,1338.0,1352,3.0,796.0,1993,2,5,310000
7,2295,1095.0,1166,2.0,590.0,1992,2,4,268000
8,1624,1624.0,1624,3.0,757.0,1994,2,2,262000
7,1143,1143.0,1143,2.0,588.0,2004,1,1,176400
8,1247,1247.0,1247,2.0,550.0,2005,1,1,197000
7,1200,600.0,520,2.0,480.0,2005,2,2,151000
7,1223,600.0,520,2.0,480.0,2005,2,2,147400
7,1223,600.0,520,2.0,480.0,2005,2,2,149900
7,1200,600.0,520,2.0,480.0,2005,2,2,144152
6,1524,756.0,768,2.0,440.0,2000,2,2,166000
7,1452,691.0,713,2.0,506.0,1999,2,3,183900
7,1382,673.0,673,2.0,490.0,2000,2,3,165000
7,1080,530.0,530,2.0,496.0,2003,2,2,139000
7,1694,569.0,854,1.0,434.0,1997,2,3,200000
8,1568,1568.0,1568,2.0,564.0,2001,2,3,221000
8,1494,1494.0,1494,2.0,481.0,1995,1,2,270000
6,1208,1208.0,1208,2.0,546.0,1977,1,3,165000
8,1235,1235.0,1235,2.0,484.0,1980,1,1,214000
8,1036,1036.0,1036,2.0,484.0,1980,1,1,188000
8,1226,1226.0,1226,2.0,484.0,1980,1,1,190000
8,1226,1226.0,1226,2.0,484.0,1978,1,1,170000
9,1842,1842.0,1842,3.0,894.0,1981,0,0,385000
5,1193,1153.0,1193,2.0,501.0,1972,2,2,146500
7,1920,570.0,1222,2.0,487.0,1968,3,4,170000
7,2156,1568.0,2156,2.0,508.0,1968,2,3,262500
6,1416,708.0,708,2.0,776.0,1968,2,3,179900
6,2654,1054.0,1512,2.0,619.0,1968,2,4,250000
6,1790,732.0,1012,2.0,484.0,1972,1,4,165150
7,1334,1334.0,1334,2.0,477.0,1967,2,3,164500
7,1164,1164.0,1164,2.0,528.0,1969,1,3,140000
5,980,980.0,980,1.0,384.0,1967,2,3,135500
5,1051,1051.0,1051,2.0,504.0,1968,1,3,142000
5,1770,900.0,884,2.0,530.0,1968,1,4,155000
6,976,976.0,976,2.0,504.0,1968,1,2,157500
5,1052,1052.0,1052,1.0,288.0,1968,1,3,138500
5,898,833.0,898,1.0,326.0,1968,1,3,140000
5,1051,1051.0,1051,1.0,264.0,1966,1,3,124400
5,1141,1141.0,1141,1.0,568.0,1967,1,3,158000
5,1200,864.0,1200,2.0,884.0,1965,1,1,146000
6,1993,825.0,1097,2.0,495.0,1971,2,4,190000
5,1050,1050.0,1050,1.0,368.0,1961,1,3,136500
5,864,864.0,864,2.0,624.0,1958,1,3,129900
5,1712,1626.0,1712,2.0,588.0,1959,2,4,145000
6,1565,1187.0,1565,1.0,299.0,1965,2,3,185900
6,1251,1251.0,1251,1.0,461.0,1964,1,3,160000
6,1488,1008.0,1488,2.0,430.0,1964,1,3,167000
5,1440,720.0,720,2.0,480.0,1964,1,4,157500
6,1095,588.0,1095,1.0,264.0,1958,1,2,140000
5,1053,1008.0,1053,2.0,750.0,1958,1,3,150000
5,1248,1248.0,1248,1.0,286.0,1960,1,3,151500
6,816,816.0,816,1.0,240.0,1934,1,2,129800
5,1008,1008.0,1008,1.0,275.0,1954,1,2,137000
5,1043,938.0,1043,1.0,273.0,1947,1,2,137000
4,1230,747.0,774,1.0,305.0,1946,1,3,121600
4,869,440.0,869,0.0,0.0,1923,1,2,85500
4,747,600.0,747,2.0,528.0,1926,1,1,79900
5,1252,504.0,936,2.0,576.0,1908,1,3,127000
5,1433,1251.0,1433,2.0,441.0,1961,1,3,161000
5,1624,1444.0,1624,1.0,240.0,1952,1,2,146500
5,1216,1056.0,1216,1.0,280.0,1951,1,3,135000
5,2136,2136.0,2136,2.0,528.0,1951,2,4,137900
6,1578,806.0,958,1.0,240.0,1941,1,3,133000
5,1728,704.0,1024,1.0,234.0,1949,1,3,137000
5,936,936.0,936,1.0,240.0,1954,1,2,121000
5,1584,1584.0,1584,2.0,506.0,1967,2,4,119000
6,1246,1246.0,1246,2.0,441.0,1964,1,3,172000
5,1235,1235.0,1235,2.0,480.0,1961,1,2,98600
7,2157,924.0,1216,2.0,487.0,1966,2,4,226000
5,1128,936.0,1128,1.0,286.0,1954,1,2,118000
8,3112,1360.0,1360,2.0,795.0,1918,2,4,235000
6,1008,1008.0,1008,2.0,430.0,1963,1,2,135000
5,1190,1106.0,1190,2.0,540.0,1962,1,3,132500
5,1144,1144.0,1144,1.0,796.0,1959,1,3,143000
5,1364,1179.0,1364,1.0,331.0,1957,1,3,132000
6,1383,1383.0,1383,1.0,292.0,1960,1,3,145250
6,1336,1121.0,1336,2.0,488.0,1958,1,3,162000
5,1370,1058.0,1370,1.0,300.0,1956,1,3,148000
5,1092,1092.0,1092,1.0,299.0,1957,1,2,141000
6,1124,1124.0,1124,1.0,353.0,1956,1,3,153000
5,1236,1070.0,1236,1.0,447.0,1957,1,2,134450
5,943,943.0,943,2.0,600.0,1979,1,2,135960
6,1050,1050.0,1050,1.0,286.0,1954,1,3,156000
6,1375,1367.0,1375,2.0,451.0,1954,1,2,140000
5,1008,1008.0,1008,1.0,280.0,1952,1,2,139500
6,1575,216.0,1575,2.0,400.0,1951,1,2,155000
5,1145,301.0,1145,2.0,684.0,1956,1,3,127000
5,1005,1005.0,1005,1.0,319.0,1956,1,2,133500
5,1056,1056.0,1056,1.0,300.0,1955,1,3,125000
5,884,884.0,884,1.0,270.0,1951,1,2,142000
7,2039,929.0,2039,3.0,791.0,1941,1,3,167000
5,1384,1015.0,1384,2.0,896.0,1956,1,2,159000
5,2640,2171.0,1392,3.0,1008.0,1925,2,5,180000
6,1312,784.0,900,2.0,649.0,1947,1,3,127000
6,1310,617.0,865,1.0,398.0,1924,2,2,112000
3,713,713.0,713,1.0,371.0,1930,1,2,99800
5,833,833.0,833,1.0,326.0,1954,1,2,117000
5,1073,1073.0,1073,1.0,326.0,1921,1,2,108480
3,715,715.0,715,2.0,660.0,1929,1,2,68000
4,720,448.0,448,1.0,280.0,1900,1,1,86900
5,1130,1120.0,1130,2.0,720.0,1920,1,2,120000
6,1595,663.0,774,2.0,528.0,1915,2,3,155500
4,1760,1077.0,981,2.0,648.0,1910,1,4,80000
3,1214,672.0,694,3.0,936.0,1915,1,3,105000
5,2414,954.0,1766,2.0,520.0,1900,2,3,160000
5,1466,796.0,1096,2.0,566.0,1936,2,3,170000
6,1324,1088.0,1324,2.0,440.0,1965,2,3,160000
5,1086,1024.0,1086,2.0,484.0,1966,1,3,159950
6,1146,1083.0,1146,1.0,294.0,1963,1,3,165000
6,1734,912.0,1085,2.0,440.0,1962,1,3,159000
6,1207,1135.0,1207,1.0,264.0,1962,1,3,147000
5,912,912.0,912,1.0,288.0,1964,1,2,115000
6,1194,655.0,1194,2.0,539.0,1959,1,3,159500
6,864,864.0,864,1.0,288.0,1959,1,2,120000
5,816,816.0,816,1.0,308.0,1957,1,2,129900
6,1773,1313.0,1773,2.0,418.0,1961,2,3,183000
7,1472,0.0,1472,2.0,484.0,1959,2,2,157500
7,2448,1438.0,1900,2.0,441.0,1962,3,3,277500
5,1600,1484.0,1600,1.0,319.0,1957,1,2,207500
4,1521,910.0,910,1.0,597.0,1950,1,3,147500
4,1192,720.0,720,0.0,0.0,1949,1,4,135000
5,1040,0.0,1040,2.0,625.0,1950,1,2,109500
4,1040,0.0,1040,2.0,420.0,1950,1,2,109900
5,1040,1040.0,1040,1.0,286.0,1959,1,3,133700
3,1040,0.0,1040,2.0,400.0,1950,2,2,81400
3,1040,0.0,1040,2.0,400.0,1949,2,2,87500
3,1040,0.0,1040,2.0,400.0,1950,2,2,93500
5,1556,1556.0,1556,0.0,0.0,1960,2,4,119000
5,1150,1150.0,1150,1.0,300.0,1959,1,3,141000
5,1150,1150.0,1150,1.0,288.0,1961,1,3,146000
6,1348,660.0,660,2.0,453.0,1966,1,3,155000
5,999,925.0,999,1.0,300.0,1962,1,3,134500
7,1045,1045.0,1045,2.0,528.0,1962,1,3,120000
5,864,864.0,864,1.0,336.0,1962,1,3,105000
5,1025,1025.0,1025,0.0,0.0,1962,1,3,124000
5,2014,716.0,1007,2.0,624.0,1900,2,5,169000
4,1328,686.0,810,1.0,210.0,1925,1,3,107000
5,1668,1212.0,1226,1.0,240.0,1948,1,3,135000
4,1657,1147.0,1147,1.0,162.0,1920,1,4,111500
6,1416,780.0,940,2.0,400.0,1900,1,3,156500
7,1641,728.0,832,2.0,546.0,1925,1,3,178000
7,1428,712.0,848,2.0,576.0,1900,1,4,139900
7,1004,502.0,502,1.0,200.0,1930,1,2,105000
6,813,813.0,813,1.0,270.0,1930,1,2,110000
4,1951,938.0,1084,2.0,576.0,1900,2,4,111500
6,1032,1032.0,1032,1.0,280.0,1924,1,2,108000
5,844,844.0,844,1.0,216.0,1925,1,2,111500
5,1750,636.0,1089,1.0,240.0,1880,1,3,124000
4,864,576.0,864,1.0,528.0,1950,1,2,105000
6,1118,648.0,734,2.0,440.0,1920,1,2,116000
3,1376,738.0,714,1.0,216.0,1905,1,2,96900
5,960,960.0,960,2.0,576.0,1955,1,3,135500
5,1566,816.0,816,2.0,450.0,1924,1,5,139000
3,492,492.0,492,1.0,200.0,1921,1,1,61500
6,1182,770.0,885,1.0,378.0,1945,1,3,120000
3,1163,1162.0,1163,1.0,220.0,1955,1,3,126175
3,840,798.0,840,1.0,250.0,1920,1,2,64000
6,1928,1020.0,908,1.0,440.0,1910,2,4,137000
4,1774,1095.0,1095,3.0,779.0,1900,2,4,87000
7,1768,880.0,880,2.0,320.0,1914,1,2,163000
7,2104,1226.0,1226,2.0,432.0,1910,2,5,155000
5,1440,540.0,889,1.0,352.0,1900,1,3,79000
7,1690,815.0,815,1.0,225.0,1916,1,3,144000
6,1368,684.0,684,1.0,216.0,1910,1,3,114504
7,1762,596.0,998,2.0,576.0,1920,1,4,157000
6,1200,1200.0,1200,1.0,312.0,1923,1,4,125000
10,3608,1107.0,1518,3.0,840.0,1892,2,4,475000
5,1248,624.0,624,0.0,0.0,1920,2,2,93500
5,960,960.0,960,2.0,624.0,1958,1,3,125000
3,1020,1020.0,1020,0.0,0.0,1918,1,2,64500
4,788,788.0,788,0.0,0.0,1941,1,2,100000
6,1577,972.0,972,1.0,312.0,1939,1,3,140200
6,1827,848.0,1017,1.0,240.0,1924,1,2,202500
6,1664,1004.0,1004,2.0,420.0,1947,2,3,159000
5,1118,793.0,793,2.0,410.0,1939,1,3,119900
6,1176,816.0,816,2.0,528.0,1934,1,3,114500
5,1344,896.0,896,1.0,240.0,1936,1,3,115000
3,1162,728.0,728,1.0,258.0,1930,1,3,75000
5,1015,768.0,1015,1.0,450.0,1925,1,3,88000
4,912,0.0,672,0.0,0.0,1947,1,2,80500
5,1576,1042.0,1042,1.0,225.0,1928,1,3,149000
5,1324,741.0,741,1.0,180.0,1930,1,3,110000
6,1103,1103.0,1103,2.0,440.0,1925,1,2,110500
5,616,616.0,616,1.0,205.0,1921,1,2,89000
5,1048,993.0,1048,1.0,280.0,1922,1,2,113000
5,816,816.0,816,1.0,210.0,1925,1,2,109000
6,2486,1595.0,1611,2.0,576.0,1962,2,5,220000
4,960,960.0,960,2.0,576.0,1970,1,3,129000
6,1635,485.0,1001,1.0,255.0,1910,1,2,117000
4,693,693.0,693,0.0,0.0,1941,1,2,52500
4,1430,596.0,834,2.0,370.0,1924,2,3,107000
5,1330,396.0,665,1.0,390.0,1910,1,3,116500
5,819,610.0,819,0.0,0.0,1919,1,2,72000
6,1376,780.0,780,1.0,198.0,1937,2,3,119500
5,1360,803.0,803,1.0,297.0,1938,1,2,125500
3,1077,1007.0,1077,1.0,210.0,1922,1,3,91000
6,754,520.0,520,0.0,0.0,1935,1,2,84500
6,984,984.0,984,1.0,308.0,1930,1,3,90000
5,1422,806.0,1081,1.0,288.0,1951,1,3,137500
6,1921,1921.0,1921,2.0,576.0,1964,2,4,150000
5,1640,0.0,1640,2.0,394.0,1950,1,3,131000
5,1352,1062.0,1352,1.0,288.0,1958,1,3,130000
5,1032,0.0,1032,1.0,260.0,1935,1,2,125000
5,879,830.0,879,1.0,180.0,1936,1,2,80000
7,1073,1073.0,1073,1.0,246.0,2004,2,2,157000
4,1382,1051.0,1382,2.0,459.0,1963,1,3,148000
4,1296,0.0,1296,2.0,516.0,1967,2,2,90000
6,1068,1059.0,1068,1.0,264.0,1963,1,3,154500
5,1064,1064.0,1064,2.0,528.0,1967,1,3,153600
5,1320,1164.0,1320,2.0,564.0,1966,1,3,164500
6,934,912.0,934,1.0,336.0,1964,1,2,132000
5,1059,1059.0,1059,1.0,286.0,1966,1,3,142500
5,1159,1051.0,1159,1.0,336.0,1968,1,3,158000
6,1400,672.0,672,2.0,440.0,1978,1,3,149500
5,1458,1176.0,1458,2.0,512.0,1967,1,3,165000
5,1721,1461.0,1721,2.0,440.0,1968,2,3,180000
6,1040,960.0,1040,2.0,616.0,1978,1,3,160500
5,1967,1967.0,1967,2.0,580.0,1977,2,6,156500
5,1949,1949.0,1949,2.0,586.0,1977,2,6,157000
5,1920,1052.0,1252,2.0,451.0,1958,2,4,172500
5,1803,1134.0,1803,2.0,484.0,1957,2,3,155000
5,1779,1763.0,1779,2.0,454.0,1955,1,3,170000
5,872,872.0,872,1.0,322.0,1924,1,2,105000
4,960,648.0,960,1.0,364.0,1965,0,0,145000
5,1437,1188.0,1437,2.0,576.0,1956,1,3,168000
7,1830,1865.0,1830,2.0,521.0,1967,1,2,278000
5,1000,1000.0,1000,2.0,575.0,1963,1,1,164000
7,2287,1304.0,1304,2.0,667.0,1953,2,3,225000
5,810,782.0,810,2.0,576.0,1971,1,2,130000
5,894,864.0,894,2.0,440.0,1974,1,3,142500
7,1700,430.0,880,1.0,450.0,1980,2,2,148400
7,1453,1453.0,1453,2.0,445.0,1986,1,2,190000
4,1350,967.0,1350,2.0,504.0,1954,1,3,146000
5,1150,799.0,799,1.0,215.0,1942,1,3,128000
5,2008,896.0,1112,1.0,230.0,1948,3,3,225000
6,2201,697.0,1575,2.0,432.0,1966,2,4,274970
6,2009,672.0,1337,3.0,795.0,1928,2,4,235000
6,3672,1836.0,1836,2.0,836.0,1935,3,5,415000
5,1560,1776.0,1560,2.0,528.0,1962,2,3,182000
5,1488,0.0,1488,2.0,569.0,1952,1,3,135000
5,1057,1057.0,1057,1.0,288.0,1955,1,3,137000
6,1855,994.0,1216,1.0,325.0,1954,2,4,136900
6,1609,1000.0,1068,1.0,305.0,1953,1,5,149900
5,1148,980.0,1148,1.0,308.0,1952,1,2,123500
5,1124,0.0,1124,0.0,0.0,1954,1,3,93000
5,1456,810.0,1002,1.0,280.0,1948,1,4,91500
6,1298,1298.0,1298,2.0,403.0,1985,2,3,180000
6,2559,868.0,1313,2.0,506.0,1989,2,4,209000
8,1911,777.0,1065,2.0,471.0,1993,2,3,215000
6,1440,1344.0,1440,4.0,920.0,1993,2,2,224500
7,1876,1308.0,1308,3.0,848.0,2005,2,3,229800
7,1208,1208.0,1208,2.0,632.0,2005,2,2,183600
7,1220,1199.0,1220,2.0,632.0,2006,2,2,194000
7,1294,1286.0,1294,2.0,662.0,2006,2,2,193879
7,1614,1614.0,1614,3.0,865.0,2005,2,3,221500
7,1498,1498.0,1498,2.0,675.0,2006,2,2,204900
7,1962,1391.0,1391,3.0,868.0,2006,2,3,239799
6,1846,1836.0,1846,2.0,495.0,2006,2,3,233555
7,1734,1734.0,1734,2.0,660.0,2005,2,3,260000
8,1590,1570.0,1590,3.0,754.0,2005,2,2,294900
7,1809,945.0,945,2.0,638.0,2005,2,3,209700
7,1614,1614.0,1614,2.0,576.0,2005,2,3,225000
7,1596,784.0,784,2.0,610.0,2005,2,3,181000
8,1915,908.0,927,2.0,506.0,1992,2,3,220000
5,1582,1624.0,1582,2.0,390.0,1964,2,4,190000
6,988,938.0,988,2.0,540.0,1969,1,1,180000
7,1533,1533.0,1533,2.0,576.0,1975,2,2,280000
6,1388,1388.0,1388,2.0,522.0,1968,2,3,158900
5,914,870.0,914,2.0,576.0,1996,1,2,148000
5,1100,1100.0,1100,2.0,462.0,1996,1,3,145000
6,1499,781.0,795,2.0,473.0,1995,2,3,187000
7,1425,1425.0,1425,2.0,591.0,1998,2,3,193000
5,990,990.0,990,2.0,576.0,1995,1,3,156000
7,1525,1525.0,1525,2.0,541.0,2000,2,3,235000
6,1494,1479.0,1494,2.0,576.0,1997,2,3,217000
7,1588,1588.0,1588,2.0,472.0,1999,2,3,214000
7,1749,842.0,856,2.0,515.0,1999,2,3,196000
7,1779,951.0,951,2.0,586.0,1999,2,3,217000
7,1861,916.0,920,2.0,492.0,2002,2,3,200000
7,1776,936.0,936,2.0,474.0,2002,2,3,192500
7,1541,1541.0,1541,3.0,843.0,2001,2,3,205000
5,954,911.0,954,2.0,576.0,1976,1,3,132500
6,1388,675.0,686,1.0,317.0,1977,1,3,157500
6,1282,995.0,1282,3.0,672.0,1978,2,3,174000
